Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
177.5,2019-10-11,put,FB191011P00177500,4.45,4.4,4.5,-0.4000001,-8.247425,111.0,1138.0,0.5874064697265625,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:21:03,"{'contractSymbol': 'FB191011P00177500', 'strike': 177.5, 'currency': 'USD', 'lastPrice': 4.45, 'change': -0.4000001, 'percentChange': -8.247425, 'volume': 111, 'openInterest': 1138, 'bid': 4.4, 'ask': 4.5, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112463, 'impliedVolatility': 0.5874064697265625, 'inTheMoney': False}"
180.0,2019-10-11,call,FB191011C00180000,2.64,2.56,2.7,0.0,0.0,1003.0,3564.0,0.24781025634765624,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 19:59:52,"{'contractSymbol': 'FB191011C00180000', 'strike': 180.0, 'currency': 'USD', 'lastPrice': 2.64, 'change': 0.0, 'percentChange': 0.0, 'volume': 1003, 'openInterest': 3564, 'bid': 2.56, 'ask': 2.7, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570132792, 'impliedVolatility': 0.24781025634765624, 'inTheMoney': True}"
180.0,2019-10-11,put,FB191011P00180000,6.15,5.9,6.05,-0.049999714,-0.806447,124.0,1226.0,0.6225623681640625,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:18:44,"{'contractSymbol': 'FB191011P00180000', 'strike': 180.0, 'currency': 'USD', 'lastPrice': 6.15, 'change': -0.049999714, 'percentChange': -0.806447, 'volume': 124, 'openInterest': 1226, 'bid': 5.9, 'ask': 6.05, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112324, 'impliedVolatility': 0.6225623681640625, 'inTheMoney': False}"
182.5,2019-10-11,call,FB191011C00182500,0.81,0.8,0.82,0.050000012,6.578949,210.0,2574.0,0.16407085937500002,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:19:23,"{'contractSymbol': 'FB191011C00182500', 'strike': 182.5, 'currency': 'USD', 'lastPrice': 0.81, 'change': 0.050000012, 'percentChange': 6.578949, 'volume': 210, 'openInterest': 2574, 'bid': 0.8, 'ask': 0.82, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112363, 'impliedVolatility': 0.16407085937500002, 'inTheMoney': False}"
182.5,2019-10-11,put,FB191011P00182500,7.9,7.75,7.95,-0.49999952,-5.952376,5.0,618.0,0.6760286303710938,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 13:41:21,"{'contractSymbol': 'FB191011P00182500', 'strike': 182.5, 'currency': 'USD', 'lastPrice': 7.9, 'change': -0.49999952, 'percentChange': -5.952376, 'volume': 5, 'openInterest': 618, 'bid': 7.75, 'ask': 7.95, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570110081, 'impliedVolatility': 0.6760286303710938, 'inTheMoney': True}"
185.0,2019-10-11,call,FB191011C00185000,0.43,0.41,0.43,0.060000002,16.216217,558.0,3153.0,0.18799640136718748,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:20:00,"{'contractSymbol': 'FB191011C00185000', 'strike': 185.0, 'currency': 'USD', 'lastPrice': 0.43, 'change': 0.060000002, 'percentChange': 16.216217, 'volume': 558, 'openInterest': 3153, 'bid': 0.41, 'ask': 0.43, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112400, 'impliedVolatility': 0.18799640136718748, 'inTheMoney': False}"
185.0,2019-10-11,put,FB191011P00185000,9.77,9.75,9.95,-0.12999916,-1.3131229,4.0,2087.0,0.7286404089355469,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 13:37:48,"{'contractSymbol': 'FB191011P00185000', 'strike': 185.0, 'currency': 'USD', 'lastPrice': 9.77, 'change': -0.12999916, 'percentChange': -1.3131229, 'volume': 4, 'openInterest': 2087, 'bid': 9.75, 'ask': 9.95, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570109868, 'impliedVolatility': 0.7286404089355469, 'inTheMoney': True}"
187.5,2019-10-11,call,FB191011C00187500,0.19,0.2,0.22,-0.019999996,-9.523808,36.0,3493.0,0.20655090332031245,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:13:55,"{'contractSymbol': 'FB191011C00187500', 'strike': 187.5, 'currency': 'USD', 'lastPrice': 0.19, 'change': -0.019999996, 'percentChange': -9.523808, 'volume': 36, 'openInterest': 3493, 'bid': 0.2, 'ask': 0.22, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112035, 'impliedVolatility': 0.20655090332031245, 'inTheMoney': False}"
187.5,2019-10-11,put,FB191011P00187500,12.47,12.1,12.3,-0.25,-1.9654088,1.0,864.0,0.8070087658691407,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 13:44:18,"{'contractSymbol': 'FB191011P00187500', 'strike': 187.5, 'currency': 'USD', 'lastPrice': 12.47, 'change': -0.25, 'percentChange': -1.9654088, 'volume': 1, 'openInterest': 864, 'bid': 12.1, 'ask': 12.3, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570110258, 'impliedVolatility': 0.8070087658691407, 'inTheMoney': True}"
190.0,2019-10-11,call,FB191011C00190000,0.18,0.16,0.19,0.0,0.0,13.0,2152.0,0.249030947265625,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 19:57:10,"{'contractSymbol': 'FB191011C00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 0.18, 'change': 0.0, 'percentChange': 0.0, 'volume': 13, 'openInterest': 2152, 'bid': 0.16, 'ask': 0.19, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570132630, 'impliedVolatility': 0.249030947265625, 'inTheMoney': False}"
190.0,2019-10-11,put,FB191011P00190000,14.43,14.45,14.9,-0.67999935,-4.500327,2.0,949.0,0.8916026464843749,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:19:47,"{'contractSymbol': 'FB191011P00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 14.43, 'change': -0.67999935, 'percentChange': -4.500327, 'volume': 2, 'openInterest': 949, 'bid': 14.45, 'ask': 14.9, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570112387, 'impliedVolatility': 0.8916026464843749, 'inTheMoney': True}"
192.5,2019-10-11,call,FB191011C00192500,0.05,0.05,0.06,-0.009999998,-16.666662,2.0,3794.0,0.23926541992187497,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 13:42:53,"{'contractSymbol': 'FB191011C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 0.05, 'change': -0.009999998, 'percentChange': -16.666662, 'volume': 2, 'openInterest': 3794, 'bid': 0.05, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570110173, 'impliedVolatility': 0.23926541992187497, 'inTheMoney': False}"
192.5,2019-10-11,put,FB191011P00192500,17.87,17.0,17.3,0.0,0.0,11.0,19.0,0.9707034179687499,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-02 17:05:30,"{'contractSymbol': 'FB191011P00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 17.87, 'change': 0.0, 'percentChange': 0.0, 'volume': 11, 'openInterest': 19, 'bid': 17.0, 'ask': 17.3, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570035930, 'impliedVolatility': 0.9707034179687499, 'inTheMoney': True}"
195.0,2019-10-11,call,FB191011C00195000,0.05,0.03,0.06,-0.009999998,-16.666662,2.0,847.0,0.27930408203124996,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-04 13:30:23,"{'contractSymbol': 'FB191011C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.05, 'change': -0.009999998, 'percentChange': -16.666662, 'volume': 2, 'openInterest': 847, 'bid': 0.03, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570195823, 'impliedVolatility': 0.27930408203124996, 'inTheMoney': False}"
195.0,2019-10-11,put,FB191011P00195000,20.9,19.25,20.1,0.0,0.0,2.0,4.0,1.0512742749023438,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-01 19:29:22,"{'contractSymbol': 'FB191011P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 20.9, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 4, 'bid': 19.25, 'ask': 20.1, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569958162, 'impliedVolatility': 1.0512742749023438, 'inTheMoney': True}"
197.5,2019-10-11,call,FB191011C00197500,0.06,0.03,0.04,0.04,200.0,25.0,721.0,0.29883513671874995,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-02 16:14:42,"{'contractSymbol': 'FB191011C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.06, 'change': 0.04, 'percentChange': 200.0, 'volume': 25, 'openInterest': 721, 'bid': 0.03, 'ask': 0.04, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570032882, 'impliedVolatility': 0.29883513671874995, 'inTheMoney': False}"
197.5,2019-10-11,put,FB191011P00197500,11.0,21.85,22.55,0.0,0.0,39.0,0.0,1.1284223266601563,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-24 14:23:50,"{'contractSymbol': 'FB191011P00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 11.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 39, 'openInterest': 0, 'bid': 21.85, 'ask': 22.55, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569335030, 'impliedVolatility': 1.1284223266601563, 'inTheMoney': True}"
200.0,2019-10-11,call,FB191011C00200000,0.02,0.01,0.02,-0.02,-50.0,4.0,1354.0,0.304694453125,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-03 14:05:07,"{'contractSymbol': 'FB191011C00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': -0.02, 'percentChange': -50.0, 'volume': 4, 'openInterest': 1354, 'bid': 0.01, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1570111507, 'impliedVolatility': 0.304694453125, 'inTheMoney': False}"
200.0,2019-10-11,put,FB191011P00200000,24.93,24.5,24.85,4.1499996,19.971125,10.0,0.0,1.1967813598632815,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-01 13:43:03,"{'contractSymbol': 'FB191011P00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 24.93, 'change': 4.1499996, 'percentChange': 19.971125, 'volume': 10, 'openInterest': 0, 'bid': 24.5, 'ask': 24.85, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569937383, 'impliedVolatility': 1.1967813598632815, 'inTheMoney': True}"
202.5,2019-10-11,call,FB191011C00202500,0.05,0.0,0.1,0.0,0.0,35.0,256.0,0.42090422851562503,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-27 15:29:22,"{'contractSymbol': 'FB191011C00202500', 'strike': 202.5, 'currency': 'USD', 'lastPrice': 0.05, 'change': 0.0, 'percentChange': 0.0, 'volume': 35, 'openInterest': 256, 'bid': 0.0, 'ask': 0.1, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569598162, 'impliedVolatility': 0.42090422851562503, 'inTheMoney': False}"
202.5,2019-10-11,put,FB191011P00202500,16.75,26.85,27.5,0.0,0.0,10.0,0.0,1.2653845324707031,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-24 15:13:08,"{'contractSymbol': 'FB191011P00202500', 'strike': 202.5, 'currency': 'USD', 'lastPrice': 16.75, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 0, 'bid': 26.85, 'ask': 27.5, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569337988, 'impliedVolatility': 1.2653845324707031, 'inTheMoney': True}"
205.0,2019-10-11,call,FB191011C00205000,0.02,0.0,0.03,0.0,0.0,1.0,1081.0,0.38672488281249995,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-01 17:35:59,"{'contractSymbol': 'FB191011C00205000', 'strike': 205.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1081, 'bid': 0.0, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569951359, 'impliedVolatility': 0.38672488281249995, 'inTheMoney': False}"
205.0,2019-10-11,put,FB191011P00205000,17.18,29.4,30.0,0.0,0.0,1.0,0.0,1.3344759838867182,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-13 19:55:20,"{'contractSymbol': 'FB191011P00205000', 'strike': 205.0, 'currency': 'USD', 'lastPrice': 17.18, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 0, 'bid': 29.4, 'ask': 30.0, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568404520, 'impliedVolatility': 1.3344759838867182, 'inTheMoney': True}"
207.5,2019-10-11,call,FB191011C00207500,0.03,0.0,0.1,0.0,0.0,61.0,232.0,0.49414568359375005,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-26 17:40:14,"{'contractSymbol': 'FB191011C00207500', 'strike': 207.5, 'currency': 'USD', 'lastPrice': 0.03, 'change': 0.0, 'percentChange': 0.0, 'volume': 61, 'openInterest': 232, 'bid': 0.0, 'ask': 0.1, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569519614, 'impliedVolatility': 0.49414568359375005, 'inTheMoney': False}"
210.0,2019-10-11,call,FB191011C00210000,0.03,0.0,0.01,0.0,0.0,2.0,362.0,0.398443515625,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-27 18:31:20,"{'contractSymbol': 'FB191011C00210000', 'strike': 210.0, 'currency': 'USD', 'lastPrice': 0.03, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 362, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569609080, 'impliedVolatility': 0.398443515625, 'inTheMoney': False}"
210.0,2019-10-11,put,FB191011P00210000,22.67,34.3,35.05,0.0,0.0,1.0,0.0,1.4572781042480467,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-13 19:55:20,"{'contractSymbol': 'FB191011P00210000', 'strike': 210.0, 'currency': 'USD', 'lastPrice': 22.67, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 0, 'bid': 34.3, 'ask': 35.05, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568404520, 'impliedVolatility': 1.4572781042480467, 'inTheMoney': True}"
212.5,2019-10-11,call,FB191011C00212500,0.09,0.01,0.04,0.0,0.0,8.0,20.0,0.49805189453125004,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-20 17:16:13,"{'contractSymbol': 'FB191011C00212500', 'strike': 212.5, 'currency': 'USD', 'lastPrice': 0.09, 'change': 0.0, 'percentChange': 0.0, 'volume': 8, 'openInterest': 20, 'bid': 0.01, 'ask': 0.04, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568999773, 'impliedVolatility': 0.49805189453125004, 'inTheMoney': False}"
215.0,2019-10-11,call,FB191011C00215000,0.01,0.01,0.02,0.0,0.0,17.0,117.0,0.48828636718750007,FB,False,FB,180.45,2019-10-04 20:00:01,2019-10-01 15:47:25,"{'contractSymbol': 'FB191011C00215000', 'strike': 215.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 17, 'openInterest': 117, 'bid': 0.01, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569944845, 'impliedVolatility': 0.48828636718750007, 'inTheMoney': False}"
217.5,2019-10-11,call,FB191011C00217500,0.05,0.0,0.04,0.0,0.0,,15.0,0.51562984375,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-16 18:07:13,"{'contractSymbol': 'FB191011C00217500', 'strike': 217.5, 'currency': 'USD', 'lastPrice': 0.05, 'change': 0.0, 'percentChange': 0.0, 'openInterest': 15, 'bid': 0.0, 'ask': 0.04, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568657233, 'impliedVolatility': 0.51562984375, 'inTheMoney': False}"
220.0,2019-10-11,call,FB191011C00220000,0.01,0.0,0.05,0.0,0.0,1.0,63.0,0.5585981640625001,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-26 19:58:56,"{'contractSymbol': 'FB191011C00220000', 'strike': 220.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 63, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1569527936, 'impliedVolatility': 0.5585981640625001, 'inTheMoney': False}"
245.0,2019-10-11,call,FB191011C00245000,0.02,0.0,0.07,0.0,0.0,20.0,120.0,0.8476577734374999,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-16 16:09:44,"{'contractSymbol': 'FB191011C00245000', 'strike': 245.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 120, 'bid': 0.0, 'ask': 0.07, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568650184, 'impliedVolatility': 0.8476577734374999, 'inTheMoney': False}"
250.0,2019-10-11,put,FB191011P00250000,62.75,74.5,74.8,0.0,0.0,1.0,0.0,2.264164495849609,FB,False,FB,180.45,2019-10-04 20:00:01,2019-09-13 18:35:05,"{'contractSymbol': 'FB191011P00250000', 'strike': 250.0, 'currency': 'USD', 'lastPrice': 62.75, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 0, 'bid': 74.5, 'ask': 74.8, 'contractSize': 'REGULAR', 'expiration': 1570752000, 'lastTradeDate': 1568399705, 'impliedVolatility': 2.264164495849609, 'inTheMoney': True}"
