Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,314.75,306.9599914550781,312.5799865722656,308.5199890136719,2783200,308.5199890136719
2015-01-05,308.3800048828125,300.8500061035156,307.010009765625,302.19000244140625,2774200,302.19000244140625
2015-01-06,303.0,292.3800048828125,302.239990234375,295.2900085449219,3519000,295.2900085449219
2015-01-07,301.2799987792969,295.3299865722656,297.5,298.4200134277344,2640300,298.4200134277344
2015-01-08,303.1400146484375,296.1099853515625,300.32000732421875,300.4599914550781,3088400,300.4599914550781
2015-01-09,302.8699951171875,296.67999267578125,301.4800109863281,296.92999267578125,2592400,296.92999267578125
2015-01-12,298.510009765625,289.2799987792969,297.55999755859375,291.4100036621094,3421400,291.4100036621094
2015-01-13,301.5,293.2300109863281,297.4800109863281,294.739990234375,4136400,294.739990234375
2015-01-14,295.9100036621094,286.5,291.92999267578125,293.2699890136719,5538700,293.2699890136719
2015-01-15,296.0,286.82000732421875,294.0,286.95001220703125,4419200,286.95001220703125
2015-01-16,290.7900085449219,285.25,286.2799987792969,290.739990234375,3478200,290.739990234375
2015-01-20,293.3599853515625,286.3900146484375,292.5899963378906,289.44000244140625,3075100,289.44000244140625
2015-01-21,306.0,287.260009765625,289.6400146484375,297.25,10065100,297.25
2015-01-22,312.25,300.0,300.0,310.32000732421875,5362600,310.32000732421875
2015-01-23,316.92999267578125,307.7200012207031,308.0799865722656,312.3900146484375,4496400,312.3900146484375
2015-01-26,313.0,307.5199890136719,311.82000732421875,309.6600036621094,3169700,309.6600036621094
2015-01-27,310.239990234375,302.6300048828125,306.29998779296875,306.75,2920300,306.75
2015-01-28,311.510009765625,303.79998779296875,309.80999755859375,303.9100036621094,3063800,303.9100036621094
2015-01-29,312.79998779296875,299.3299865722656,304.7300109863281,311.7799987792969,8656600,311.7799987792969
2015-01-30,359.5,340.739990234375,346.32000732421875,354.5299987792969,23856100,354.5299987792969
2015-02-02,365.0,350.010009765625,350.04998779296875,364.4700012207031,10231900,364.4700012207031
2015-02-03,367.82000732421875,360.2099914550781,360.2900085449219,363.54998779296875,6212600,363.54998779296875
2015-02-04,367.5,358.2300109863281,358.3800048828125,364.75,4169900,364.75
2015-02-05,378.79998779296875,365.8999938964844,366.0,373.8900146484375,7247600,373.8900146484375
2015-02-06,375.989990234375,371.010009765625,374.8699951171875,374.2799987792969,3892400,374.2799987792969
2015-02-09,374.4100036621094,367.20001220703125,371.0,370.55999755859375,2724600,370.55999755859375
2015-02-10,374.29998779296875,368.510009765625,371.19000244140625,373.0,2287200,373.0
2015-02-11,377.1000061035156,371.1000061035156,371.2300109863281,375.1400146484375,2786500,375.1400146484375
2015-02-12,378.510009765625,373.1499938964844,375.1000061035156,377.1700134277344,2791100,377.1700134277344
2015-02-13,383.0,377.010009765625,378.4100036621094,381.8299865722656,3475100,381.8299865722656
2015-02-17,379.989990234375,372.6700134277344,377.7200012207031,375.42999267578125,3673200,375.42999267578125
2015-02-18,376.739990234375,372.8500061035156,373.7799987792969,373.3699951171875,2650600,373.3699951171875
2015-02-19,381.8800048828125,373.42999267578125,373.489990234375,379.0,2953800,379.0
2015-02-20,383.70001220703125,375.8399963378906,378.6199951171875,383.6600036621094,3258000,383.6600036621094
2015-02-23,384.5400085449219,378.0,383.44000244140625,380.1400146484375,2177000,380.1400146484375
2015-02-24,380.4800109863281,376.1600036621094,378.6499938964844,378.5899963378906,1920800,378.5899963378906
2015-02-25,387.8500061035156,376.5400085449219,377.2699890136719,385.3699951171875,3174500,385.3699951171875
2015-02-26,389.3699951171875,383.2799987792969,384.07000732421875,384.79998779296875,2687100,384.79998779296875
2015-02-27,385.989990234375,379.7900085449219,384.0,380.1600036621094,2532300,380.1600036621094
2015-03-02,385.8999938964844,379.4800109863281,380.8500061035156,385.6600036621094,2139200,385.6600036621094
2015-03-03,386.1000061035156,381.6000061035156,383.95001220703125,384.6099853515625,1946500,384.6099853515625
2015-03-04,387.8999938964844,382.19000244140625,385.7099914550781,382.7200012207031,2259100,382.7200012207031
2015-03-05,388.4200134277344,383.8900146484375,385.6099853515625,387.8299865722656,2693500,387.8299865722656
2015-03-06,387.0,378.8800048828125,385.5199890136719,380.0899963378906,2627000,380.0899963378906
2015-03-09,379.3299865722656,375.2799987792969,378.3999938964844,378.55999755859375,2311400,378.55999755859375
2015-03-10,377.7699890136719,369.17999267578125,377.45001220703125,369.510009765625,3121000,369.510009765625
2015-03-11,373.3500061035156,366.260009765625,370.6099853515625,366.3699951171875,2495100,366.3699951171875
2015-03-12,375.5,367.5199890136719,368.82000732421875,374.239990234375,2810000,374.239990234375
2015-03-13,373.989990234375,366.67999267578125,371.5199890136719,370.5799865722656,2611700,370.5799865722656
2015-03-16,373.94000244140625,366.7200012207031,370.3800048828125,373.3500061035156,2354100,373.3500061035156
2015-03-17,374.5,369.6400146484375,371.1099853515625,371.9200134277344,2037000,371.9200134277344
2015-03-18,375.989990234375,366.70001220703125,369.9700012207031,375.1400146484375,2654100,375.1400146484375
2015-03-19,377.1099853515625,372.19000244140625,373.8699951171875,373.239990234375,1915700,373.239990234375
2015-03-20,379.3699951171875,375.9200134277344,376.2900085449219,378.489990234375,3763600,378.489990234375
2015-03-23,381.7699890136719,374.94000244140625,378.07000732421875,375.1099853515625,2239300,375.1099853515625
2015-03-24,375.239990234375,372.2699890136719,373.989990234375,374.0899963378906,2228200,374.0899963378906
2015-03-25,380.5,370.2900085449219,375.1700134277344,370.9599914550781,3429500,370.9599914550781
2015-03-26,371.3999938964844,365.6499938964844,369.5899963378906,367.3500061035156,2930000,367.3500061035156
2015-03-27,373.1700134277344,366.57000732421875,367.1099853515625,370.55999755859375,2609800,370.55999755859375
2015-03-30,376.1199951171875,371.54998779296875,371.8699951171875,374.5899963378906,1820900,374.5899963378906
2015-03-31,377.70001220703125,371.510009765625,373.239990234375,372.1000061035156,2506100,372.1000061035156
2015-04-01,373.1600036621094,368.3399963378906,372.1000061035156,370.260009765625,2458100,370.260009765625
2015-04-02,373.2799987792969,369.0,370.5,372.25,1875300,372.25
2015-04-06,380.20001220703125,369.3599853515625,370.1000061035156,377.0400085449219,3050700,377.0400085449219
2015-04-07,379.30999755859375,374.0299987792969,376.1499938964844,374.4100036621094,1954900,374.4100036621094
2015-04-08,381.5799865722656,374.6499938964844,374.6600036621094,381.20001220703125,2636400,381.20001220703125
2015-04-09,384.4200134277344,378.79998779296875,380.6600036621094,383.5400085449219,2392300,383.5400085449219
2015-04-10,387.1199951171875,381.32000732421875,384.30999755859375,382.6499938964844,2573500,382.6499938964844
2015-04-13,385.2799987792969,380.1400146484375,383.5299987792969,382.3599853515625,1894500,382.3599853515625
2015-04-14,387.80999755859375,381.2099914550781,383.510009765625,385.1099853515625,2583600,385.1099853515625
2015-04-15,385.7799987792969,381.6400146484375,384.6499938964844,383.45001220703125,1933200,383.45001220703125
2015-04-16,387.45001220703125,383.54998779296875,383.69000244140625,386.0400085449219,2080400,386.0400085449219
2015-04-17,383.55999755859375,374.3999938964844,382.6300048828125,375.55999755859375,3839700,375.55999755859375
2015-04-20,391.94000244140625,377.0,378.54998779296875,389.510009765625,5016100,389.510009765625
2015-04-21,394.6000061035156,386.79998779296875,391.30999755859375,391.17999267578125,4643500,391.17999267578125
2015-04-22,394.2799987792969,388.0,391.9100036621094,389.79998779296875,3474700,389.79998779296875
2015-04-23,391.8800048828125,386.1499938964844,390.2099914550781,389.989990234375,7980000,389.989990234375
2015-04-24,452.6499938964844,439.0,439.0,445.1000061035156,17176900,445.1000061035156
2015-04-27,446.989990234375,437.4100036621094,443.8599853515625,438.55999755859375,5430900,438.55999755859375
2015-04-28,439.0,428.0400085449219,438.510009765625,429.30999755859375,4140500,429.30999755859375
2015-04-29,434.239990234375,426.0299987792969,426.75,429.3699951171875,3621700,429.3699951171875
2015-04-30,431.75,419.239990234375,427.1099853515625,421.7799987792969,3647900,421.7799987792969
2015-05-01,425.6400146484375,416.0,423.82000732421875,422.8699951171875,3565800,422.8699951171875
2015-05-04,429.7699890136719,422.4200134277344,424.79998779296875,423.0400085449219,2270400,423.0400085449219
2015-05-05,427.510009765625,421.0199890136719,422.8500061035156,421.19000244140625,2856400,421.19000244140625
2015-05-06,422.7200012207031,414.54998779296875,421.42999267578125,419.1000061035156,2552500,419.1000061035156
2015-05-07,428.5,422.8500061035156,424.1499938964844,426.8800048828125,2766100,426.8800048828125
2015-05-08,435.20001220703125,430.1700134277344,430.75,433.69000244140625,2908800,433.69000244140625
2015-05-11,439.0,431.3699951171875,432.510009765625,432.8500061035156,2393700,432.8500061035156
2015-05-12,433.25,426.7099914550781,431.0799865722656,431.0199890136719,1947800,431.0199890136719
2015-05-13,433.5299987792969,425.79998779296875,429.9800109863281,426.8699951171875,1996300,426.8699951171875
2015-05-14,433.0,427.010009765625,429.45001220703125,432.2799987792969,1888500,432.2799987792969
2015-05-15,430.3999938964844,424.29998779296875,428.0,426.0,4240300,426.0
2015-05-18,427.2699890136719,421.4599914550781,426.0,425.239990234375,2390200,425.239990234375
2015-05-19,428.239990234375,420.6300048828125,424.8699951171875,421.7099914550781,2464200,421.7099914550781
2015-05-20,427.1000061035156,418.3599853515625,420.6000061035156,423.8599853515625,2196200,423.8599853515625
2015-05-21,436.8999938964844,428.0,428.0,431.6300048828125,4121400,431.6300048828125
2015-05-22,432.44000244140625,427.6099853515625,431.54998779296875,427.6300048828125,2020600,427.6300048828125
2015-05-26,427.0,422.0,426.20001220703125,425.4700012207031,2244200,425.4700012207031
2015-05-27,431.8500061035156,425.010009765625,427.45001220703125,431.4200134277344,2231100,431.4200134277344
2015-05-28,431.3500061035156,425.4700012207031,429.7099914550781,426.57000732421875,1912400,426.57000732421875
2015-05-29,432.5,427.2300109863281,427.2300109863281,429.2300109863281,3016100,429.2300109863281
2015-06-01,433.1600036621094,426.20001220703125,430.3999938964844,430.9200134277344,2253300,430.9200134277344
2015-06-02,433.2300109863281,426.25,430.07000732421875,430.989990234375,1668900,430.989990234375
2015-06-03,438.3900146484375,432.75,434.3999938964844,436.5899963378906,2727900,436.5899963378906
2015-06-04,436.760009765625,429.260009765625,434.3999938964844,430.7799987792969,2510800,430.7799987792969
2015-06-05,430.79998779296875,426.5,429.6600036621094,426.95001220703125,1907900,426.95001220703125
2015-06-08,426.79998779296875,421.42999267578125,425.6199951171875,423.5,2172500,423.5
